Oscilloscope data. 
Time step = 10,00 nS
Voltage step = 3,125 mV
Zero level = 91

N 	Smpl.	Trig
761	91	0
762	91	0
763	92	0
764	91	0
765	91	0
766	92	0
767	91	0
768	91	0
769	92	0
770	91	0
771	92	0
772	92	0
773	91	0
774	91	0
775	92	0
776	92	0
777	91	0
778	91	0
779	91	0
780	92	0
781	91	0
782	92	0
783	91	0
784	91	0
785	91	0
786	91	0
787	91	0
788	92	0
789	91	0
790	91	0
791	91	0
792	91	0
793	92	0
794	92	0
795	92	0
796	91	0
797	91	0
798	92	0
799	91	0
800	91	0
801	92	0
802	91	0
803	92	0
804	92	0
805	91	0
806	91	0
807	92	0
808	92	0
809	91	0
810	92	0
811	91	0
812	92	0
813	91	0
814	92	0
815	91	0
816	91	0
817	91	0
818	92	0
819	92	0
820	92	0
821	91	0
822	91	0
823	93	0
824	91	0
825	91	0
826	92	0
827	92	0
828	92	0
829	92	0
830	91	0
831	92	0
832	92	0
833	91	0
834	91	0
835	92	0
836	92	0
837	91	0
838	92	0
839	92	0
840	93	0
841	91	0
842	92	0
843	92	0
844	91	0
845	91	0
846	92	0
847	92	0
848	91	0
849	92	0
850	91	0
851	92	0
852	91	0
853	91	0
854	91	0
855	92	0
856	91	0
857	92	0
858	91	0
859	91	0
860	92	0
861	92	0
862	92	0
863	92	0
864	91	0
865	92	0
866	92	0
867	91	0
868	91	0
869	92	0
870	92	0
871	91	0
872	92	0
873	91	0
874	92	0
875	91	0
876	92	0
877	91	0
878	92	0
879	91	0
880	92	0
881	91	0
882	92	0
883	91	0
884	92	0
885	91	0
886	92	0
887	91	0
888	92	0
889	91	0
890	92	0
891	91	0
892	92	0
893	91	0
894	92	0
895	92	0
896	92	0
897	91	0
898	92	0
899	92	0
900	91	0
901	91	0
902	92	0
903	92	0
904	91	0
905	92	0
906	91	0
907	92	0
908	91	0
909	92	0
910	91	0
911	92	0
912	91	0
913	91	0
914	91	0
915	92	0
916	92	0
917	93	0
918	91	0
919	92	0
920	92	0
921	91	0
922	91	0
923	92	0
924	92	0
925	91	0
926	92	0
927	91	0
928	92	0
929	91	0
930	92	0
931	91	0
932	92	0
933	91	0
934	92	0
935	91	0
936	92	0
937	91	0
938	92	0
939	91	0
940	92	0
941	91	0
942	92	0
943	92	0
944	92	0
945	92	0
946	92	0
947	92	0
948	92	0
949	91	0
950	91	0
951	91	0
952	91	0
953	91	0
954	92	0
955	92	0
956	92	0
957	91	0
958	91	0
959	91	0
960	91	0
961	91	0
962	92	0
963	92	0
964	92	0
965	91	0
966	91	0
967	92	0
968	91	0
969	91	0
970	92	0
971	91	0
972	92	0
973	92	0
974	91	0
975	91	0
976	92	0
977	92	0
978	91	0
979	92	0
980	92	0
981	92	0
982	91	0
983	92	0
984	92	0
985	91	0
986	91	0
987	92	0
988	92	0
989	91	0
990	92	0
991	91	0
992	93	0
993	91	0
994	91	0
995	92	0
996	92	0
997	91	0
998	92	0
999	91	0
