Oscilloscope data. 
Time step = 10,00 nS
Voltage step = 3,125 mV
Zero level = 128

N 	Smpl.	Trig
509	93	1
510	93	1
511	93	1
512	93	1
513	92	1
514	92	1
515	93	1
516	92	1
517	93	1
518	93	1
519	92	1
520	93	1
521	92	1
522	92	1
523	93	1
524	92	1
525	93	1
526	93	1
527	92	1
528	93	1
529	93	1
530	93	1
531	93	1
532	92	1
533	93	1
534	92	1
535	92	1
536	93	1
537	92	1
538	93	1
539	92	1
540	92	1
541	93	1
542	92	1
543	92	1
544	93	1
545	92	1
546	92	1
547	93	1
548	92	1
549	93	1
550	93	1
551	92	1
552	93	1
553	92	1
554	93	1
555	92	1
556	92	1
557	92	1
558	92	1
559	93	1
560	93	1
561	92	1
562	93	1
563	92	1
564	92	1
565	92	1
566	92	1
567	93	1
568	93	1
569	93	1
570	92	1
571	93	1
572	93	1
573	93	1
574	93	1
575	93	1
576	93	1
577	93	1
578	92	1
579	93	1
580	93	1
581	92	1
582	93	1
583	93	1
584	93	1
585	92	1
586	92	1
587	93	1
588	92	1
589	93	1
590	92	1
591	92	1
592	93	1
593	92	1
594	93	1
595	93	1
596	92	1
597	92	1
598	93	1
599	92	1
600	93	1
601	93	1
602	92	1
603	93	1
604	92	1
605	93	1
606	93	1
607	93	1
608	93	1
609	93	1
610	93	1
611	93	1
612	93	1
613	93	1
614	93	1
615	93	1
616	93	1
617	92	1
618	93	1
619	93	1
620	92	1
621	93	1
622	93	1
623	93	1
624	93	1
625	93	1
626	93	1
627	93	1
628	93	1
629	92	1
630	93	1
631	93	1
632	92	1
633	93	1
634	93	1
635	93	1
636	92	1
637	93	1
638	93	1
639	92	1
640	93	1
641	93	0
642	92	0
643	93	0
644	93	0
645	93	0
646	92	0
647	92	0
648	93	0
649	92	0
650	93	0
651	93	0
652	92	0
653	93	0
654	93	0
655	92	0
656	93	0
657	93	0
658	93	0
659	93	0
660	93	0
661	93	0
662	93	0
663	93	0
664	92	0
665	92	0
666	92	0
667	92	0
668	92	0
669	93	0
670	93	0
671	93	0
672	93	0
673	93	0
674	93	0
675	93	0
676	93	0
677	93	0
678	92	0
679	93	0
680	92	0
681	92	0
682	92	0
683	92	0
684	93	0
685	93	0
686	93	0
687	93	0
688	92	0
689	93	0
690	93	0
691	92	0
692	92	0
693	92	0
694	93	0
695	92	0
696	92	0
697	93	0
698	92	0
699	93	0
700	93	0
701	92	0
702	93	0
703	92	0
704	92	0
705	93	0
706	93	0
707	93	0
708	92	0
709	93	0
710	93	0
711	92	0
712	93	0
713	92	0
714	92	0
715	92	0
716	92	0
717	93	0
718	93	0
719	92	0
720	92	0
721	92	0
722	93	0
723	93	0
724	93	0
725	93	0
726	92	0
727	93	0
728	93	0
729	93	0
730	92	0
731	93	0
732	93	0
733	93	0
734	92	0
735	93	0
736	93	0
737	92	0
738	93	0
739	93	0
740	93	0
741	93	0
742	92	0
743	93	0
744	93	0
745	92	0
746	93	0
747	92	0
748	92	0
749	93	0
750	93	0
751	93	0
752	93	0
753	93	0
754	93	0
755	93	0
756	92	0
757	93	0
758	93	0
759	93	0
760	93	0
761	92	0
762	93	0
763	92	0
764	93	0
765	93	0
766	93	0
767	93	0
768	92	0
769	93	0
770	93	0
771	93	0
772	93	0
773	92	0
774	93	0
775	93	0
776	92	0
777	93	0
778	93	0
779	93	0
780	93	0
781	93	0
782	93	0
783	92	0
784	92	0
785	93	0
786	92	0
787	93	0
788	93	0
789	92	0
790	93	0
791	93	0
792	93	0
793	93	0
794	93	0
795	93	0
796	93	0
797	93	0
798	93	0
799	93	0
800	93	0
801	93	0
802	92	0
803	93	0
804	92	0
805	93	0
806	92	0
807	92	0
808	92	0
809	92	0
810	93	0
811	93	0
812	92	0
813	93	0
814	92	0
815	93	0
816	92	0
817	92	0
818	93	0
819	92	0
820	93	0
821	93	0
822	92	0
823	93	0
824	93	0
825	93	0
826	93	0
827	92	0
828	92	0
829	92	0
830	92	0
831	93	0
832	93	0
833	92	0
834	92	0
835	93	0
836	92	0
837	92	0
838	92	0
839	92	0
840	93	0
841	93	0
842	93	0
843	93	0
844	92	0
845	93	0
846	93	0
847	93	0
848	93	0
849	93	0
850	92	0
851	92	0
852	93	0
853	93	0
854	93	0
855	93	0
856	92	0
857	93	0
858	93	0
859	92	0
860	93	0
861	93	0
862	93	0
863	93	0
864	93	0
865	93	0
866	92	0
867	93	0
868	92	0
869	92	0
870	93	0
871	93	0
872	93	0
873	93	0
874	93	0
875	93	0
876	92	0
877	92	0
878	93	0
879	92	0
880	92	0
881	93	0
882	92	0
883	93	0
884	92	0
885	92	0
886	93	0
887	93	0
888	93	0
889	92	0
890	93	0
891	93	0
892	92	0
893	93	0
894	92	0
895	92	0
896	93	0
897	93	0
898	93	0
899	93	0
900	92	0
901	92	0
902	92	0
903	93	0
904	93	0
905	93	0
906	93	0
907	92	0
908	93	0
909	93	0
910	93	0
911	92	0
912	92	0
913	93	0
914	92	0
915	93	0
916	93	0
917	93	0
918	92	0
919	93	0
920	93	0
921	93	0
922	93	0
923	93	0
924	93	0
925	93	0
926	93	0
927	93	0
928	93	0
929	93	0
930	93	0
931	93	0
932	92	0
933	92	0
934	93	0
935	92	0
936	93	0
937	93	0
938	92	0
939	93	0
940	93	0
941	93	0
942	93	0
943	93	0
944	93	0
945	92	0
946	93	0
947	93	0
948	92	0
949	93	0
950	93	0
951	93	0
952	93	0
953	93	0
954	93	0
955	93	0
956	92	0
957	93	0
958	93	0
959	93	0
960	93	0
961	92	0
962	93	0
963	92	0
964	92	0
965	93	0
966	93	0
967	93	0
968	93	0
969	92	0
970	93	0
971	93	0
972	93	0
973	92	0
974	93	0
975	93	0
976	92	0
977	92	0
978	93	0
979	93	0
980	92	0
981	93	0
982	93	0
983	93	0
984	93	0
985	93	0
986	93	0
987	92	0
988	93	0
989	93	0
990	92	0
991	92	0
992	93	0
993	93	0
994	93	0
995	92	0
996	92	0
997	93	0
998	93	0
999	92	0
